tx_id,qber,ch_state,mode,lat_classical,lat_proposed,overhead_ms,overhead_pct
2377,0.07924805975350524,CLEAN,Hybrid,0.08141699981933925,0.5826450001222838,0.5012280003029446,615.6306439873092
2378,0.06932702245207231,CLEAN,Hybrid,0.08175199991455884,0.8489220003866649,0.767170000472106,938.4112942483309
2379,0.011277684664367897,CLEAN,Hybrid,0.07690600023124716,0.4195040000922745,0.34259799986102735,445.4762942174551
2380,0.05844803339594336,CLEAN,Hybrid,0.07512399997722241,0.4427880003277096,0.3676640003504872,489.4095102257107
2381,0.0037081724214700204,CLEAN,Hybrid,0.10502599980100058,0.44503299977805,0.3400069999770494,323.73602786098894
2382,0.020412086570261813,CLEAN,Hybrid,0.08198000023185159,0.5328919996827608,0.4509119994509092,550.0268335882695
2383,0.09245267048395293,CLEAN,PQC-Only,0.07593400005134754,0.363343000117311,0.2874090000659635,378.4984326805039
2384,0.03044831397561286,ATTACKED,Hybrid,0.07716899972365354,0.4699109999819484,0.39274200025829487,508.9375288843003
2385,0.16138679283592908,ATTACKED,PQC-Only,0.16713200011508889,0.49412599992137984,0.32699399980629096,195.6501445451017
2386,0.03207038536178065,CLEAN,Hybrid,0.08020099994610064,0.5326030000105675,0.45240200006446685,564.0852363044166
2387,0.04549257530035029,CLEAN,Hybrid,0.09059699959834688,0.506671000039205,0.41607400044085807,459.2580353493849
2388,0.03045525987349235,CLEAN,Hybrid,0.07997800003067823,0.4835110003114096,0.40353300028073136,504.5550027831939
2389,0.03725645155603217,CLEAN,Hybrid,0.07776999973430065,0.5477700001392805,0.4700000004049798,604.346151486079
2390,0.07044046536911602,NOISY,Hybrid,0.1351500000055239,0.48199799994108616,0.34684799993556226,256.63928961996726
2391,0.11945824241145264,NOISY,PQC-Only,0.09245299997928669,0.7208460001493222,0.6283930001700355,679.689139682673
2392,0.016323275668410422,NOISY,Hybrid,0.07771099990350194,0.5065320001449436,0.42882100024144165,551.8150593531578
2393,0.07689495143658151,NOISY,Hybrid,0.08756199986237334,0.6211059999259305,0.5335440000635572,609.3328166352545
2394,0.09880593923165233,ATTACKED,PQC-Only,0.07658799995624577,0.3607000003285066,0.2841120003722608,370.96150902827094
2395,0.03675537236207386,NOISY,Hybrid,0.08850700032780878,0.3909080000994436,0.3024009997716348,341.66901900596986
2396,0.07009235223628967,NOISY,Hybrid,0.07547099994553719,0.5105619998175825,0.43509099987204536,576.5009078798797
2397,0.02043566441807876,CLEAN,Hybrid,0.07697099999859347,0.45224199993754155,0.3752709999389481,487.54855717842514
2398,0.14059728268682753,NOISY,PQC-Only,0.07934599989312119,0.3600539998842578,0.2807079999911366,353.7771284869425
2399,0.08218272232967976,NOISY,PQC-Only,0.07066900025165523,0.49019500011127093,0.4195259998596157,593.6492639851508
